index,pass_ID,scenario,time_crit,JRT,WT,commuter,age_50_65,age_65plus,Crowding_3_2,Crowding_4_3,Crowding_4_2,output_choice
177,178,1,0,45,10,1,0,0,1,0,0,0
177,178,2,0,45,5,1,0,0,1,0,0,1
177,178,3,0,45,10,1,0,0,0,1,0,1
177,178,4,0,45,5,1,0,0,0,1,0,1
177,178,5,0,45,10,1,0,0,0,0,1,1
177,178,6,0,45,5,1,0,0,0,0,1,1
178,179,1,0,40,10,0,0,1,1,0,0,0
178,179,2,0,40,5,0,0,1,1,0,0,0
178,179,3,0,40,10,0,0,1,0,1,0,1
178,179,4,0,40,5,0,0,1,0,1,0,1
178,179,5,0,40,10,0,0,1,0,0,1,1
178,179,6,0,40,5,0,0,1,0,0,1,1
179,180,1,1,5,10,0,0,0,1,0,0,0
179,180,2,1,5,5,0,0,0,1,0,0,0
179,180,3,1,5,10,0,0,0,0,1,0,0
179,180,4,1,5,5,0,0,0,0,1,0,0
179,180,5,1,5,10,0,0,0,0,0,1,0
179,180,6,1,5,5,0,0,0,0,0,1,0
180,181,1,0,15,10,1,0,0,1,0,0,0
180,181,2,0,15,5,1,0,0,1,0,0,0
180,181,3,0,15,10,1,0,0,0,1,0,0
180,181,4,0,15,5,1,0,0,0,1,0,1
180,181,5,0,15,10,1,0,0,0,0,1,0
180,181,6,0,15,5,1,0,0,0,0,1,1
181,182,1,0,20,10,0,0,0,1,0,0,0
181,182,2,0,20,5,0,0,0,1,0,0,1
181,182,3,0,20,10,0,0,0,0,1,0,0
181,182,4,0,20,5,0,0,0,0,1,0,1
181,182,5,0,20,10,0,0,0,0,0,1,0
181,182,6,0,20,5,0,0,0,0,0,1,1
182,183,1,1,30,10,1,0,0,1,0,0,0
182,183,2,1,30,5,1,0,0,1,0,0,0
182,183,3,1,30,10,1,0,0,0,1,0,0
182,183,4,1,30,5,1,0,0,0,1,0,0
182,183,5,1,30,10,1,0,0,0,0,1,0
182,183,6,1,30,5,1,0,0,0,0,1,0
183,184,1,0,20,10,1,0,0,1,0,0,0
183,184,2,0,20,5,1,0,0,1,0,0,1
183,184,3,0,20,10,1,0,0,0,1,0,1
183,184,4,0,20,5,1,0,0,0,1,0,1
183,184,5,0,20,10,1,0,0,0,0,1,1
183,184,6,0,20,5,1,0,0,0,0,1,1
184,185,1,1,15,10,1,0,0,1,0,0,0
184,185,2,1,15,5,1,0,0,1,0,0,0
184,185,3,1,15,10,1,0,0,0,1,0,0
184,185,4,1,15,5,1,0,0,0,1,0,1
184,185,5,1,15,10,1,0,0,0,0,1,0
184,185,6,1,15,5,1,0,0,0,0,1,1
185,186,1,0,25,10,1,0,0,1,0,0,0
185,186,2,0,25,5,1,0,0,1,0,0,0
185,186,3,0,25,10,1,0,0,0,1,0,1
185,186,4,0,25,5,1,0,0,0,1,0,1
185,186,5,0,25,10,1,0,0,0,0,1,1
185,186,6,0,25,5,1,0,0,0,0,1,1
186,187,1,0,25,10,0,0,1,1,0,0,1
186,187,2,0,25,5,0,0,1,1,0,0,1
186,187,3,0,25,10,0,0,1,0,1,0,1
186,187,4,0,25,5,0,0,1,0,1,0,1
186,187,5,0,25,10,0,0,1,0,0,1,1
186,187,6,0,25,5,0,0,1,0,0,1,1
187,188,1,1,20,10,0,0,1,1,0,0,1
187,188,2,1,20,5,0,0,1,1,0,0,1
187,188,3,1,20,10,0,0,1,0,1,0,1
187,188,4,1,20,5,0,0,1,0,1,0,1
187,188,5,1,20,10,0,0,1,0,0,1,1
187,188,6,1,20,5,0,0,1,0,0,1,1
188,189,1,1,25,10,1,0,0,1,0,0,0
188,189,2,1,25,5,1,0,0,1,0,0,0
188,189,3,1,25,10,1,0,0,0,1,0,0
188,189,4,1,25,5,1,0,0,0,1,0,1
188,189,5,1,25,10,1,0,0,0,0,1,0
188,189,6,1,25,5,1,0,0,0,0,1,1
189,190,1,0,5,10,1,0,0,1,0,0,0
189,190,2,0,5,5,1,0,0,1,0,0,0
189,190,3,0,5,10,1,0,0,0,1,0,0
189,190,4,0,5,5,1,0,0,0,1,0,0
189,190,5,0,5,10,1,0,0,0,0,1,0
189,190,6,0,5,5,1,0,0,0,0,1,0
190,191,1,1,17,10,1,0,0,1,0,0,0
190,191,2,1,17,5,1,0,0,1,0,0,0
190,191,3,1,17,10,1,0,0,0,1,0,0
190,191,4,1,17,5,1,0,0,0,1,0,0
190,191,5,1,17,10,1,0,0,0,0,1,0
190,191,6,1,17,5,1,0,0,0,0,1,1
191,192,1,0,30,10,1,0,0,1,0,0,1
191,192,2,0,30,5,1,0,0,1,0,0,1
191,192,3,0,30,10,1,0,0,0,1,0,1
191,192,4,0,30,5,1,0,0,0,1,0,1
191,192,5,0,30,10,1,0,0,0,0,1,1
191,192,6,0,30,5,1,0,0,0,0,1,1
192,193,1,0,10,10,1,0,0,1,0,0,0
192,193,2,0,10,5,1,0,0,1,0,0,0
192,193,3,0,10,10,1,0,0,0,1,0,1
192,193,4,0,10,5,1,0,0,0,1,0,1
192,193,5,0,10,10,1,0,0,0,0,1,1
192,193,6,0,10,5,1,0,0,0,0,1,1
193,194,1,1,35,10,1,0,0,1,0,0,0
193,194,2,1,35,5,1,0,0,1,0,0,0
193,194,3,1,35,10,1,0,0,0,1,0,0
193,194,4,1,35,5,1,0,0,0,1,0,0
193,194,5,1,35,10,1,0,0,0,0,1,0
193,194,6,1,35,5,1,0,0,0,0,1,0
194,195,1,0,40,10,1,0,0,1,0,0,0
194,195,2,0,40,5,1,0,0,1,0,0,0
194,195,3,0,40,10,1,0,0,0,1,0,1
194,195,4,0,40,5,1,0,0,0,1,0,1
194,195,5,0,40,10,1,0,0,0,0,1,1
194,195,6,0,40,5,1,0,0,0,0,1,1
195,196,1,1,40,10,0,0,0,1,0,0,0
195,196,2,1,40,5,0,0,0,1,0,0,1
195,196,3,1,40,10,0,0,0,0,1,0,0
195,196,4,1,40,5,0,0,0,0,1,0,0
195,196,5,1,40,10,0,0,0,0,0,1,0
195,196,6,1,40,5,0,0,0,0,0,1,0
196,197,1,0,30,10,1,0,0,1,0,0,0
196,197,2,0,30,5,1,0,0,1,0,0,0
196,197,3,0,30,10,1,0,0,0,1,0,1
196,197,4,0,30,5,1,0,0,0,1,0,1
196,197,5,0,30,10,1,0,0,0,0,1,1
196,197,6,0,30,5,1,0,0,0,0,1,1
197,198,1,0,40,10,0,0,1,1,0,0,1
197,198,2,0,40,5,0,0,1,1,0,0,1
197,198,3,0,40,10,0,0,1,0,1,0,1
197,198,4,0,40,5,0,0,1,0,1,0,1
197,198,5,0,40,10,0,0,1,0,0,1,1
197,198,6,0,40,5,0,0,1,0,0,1,1
198,199,1,1,15,10,0,0,0,1,0,0,0
198,199,2,1,15,5,0,0,0,1,0,0,0
198,199,3,1,15,10,0,0,0,0,1,0,0
198,199,4,1,15,5,0,0,0,0,1,0,1
198,199,5,1,15,10,0,0,0,0,0,1,0
198,199,6,1,15,5,0,0,0,0,0,1,1
199,200,1,1,13,10,1,0,0,1,0,0,0
199,200,2,1,13,5,1,0,0,1,0,0,0
199,200,3,1,13,10,1,0,0,0,1,0,0
199,200,4,1,13,5,1,0,0,0,1,0,0
199,200,5,1,13,10,1,0,0,0,0,1,0
199,200,6,1,13,5,1,0,0,0,0,1,0
200,201,1,0,15,10,1,0,0,1,0,0,0
200,201,2,0,15,5,1,0,0,1,0,0,0
200,201,3,0,15,10,1,0,0,0,1,0,1
200,201,4,0,15,5,1,0,0,0,1,0,1
200,201,5,0,15,10,1,0,0,0,0,1,1
200,201,6,0,15,5,1,0,0,0,0,1,1
201,202,1,0,20,10,1,0,0,1,0,0,0
201,202,2,0,20,5,1,0,0,1,0,0,0
201,202,3,0,20,10,1,0,0,0,1,0,1
201,202,4,0,20,5,1,0,0,0,1,0,1
201,202,5,0,20,10,1,0,0,0,0,1,1
201,202,6,0,20,5,1,0,0,0,0,1,1
202,203,1,1,5,10,0,0,0,1,0,0,0
202,203,2,1,5,5,0,0,0,1,0,0,0
202,203,3,1,5,10,0,0,0,0,1,0,0
202,203,4,1,5,5,0,0,0,0,1,0,0
202,203,5,1,5,10,0,0,0,0,0,1,0
202,203,6,1,5,5,0,0,0,0,0,1,0
203,204,1,0,20,10,1,0,1,1,0,0,0
203,204,2,0,20,5,1,0,1,1,0,0,0
203,204,3,0,20,10,1,0,1,0,1,0,1
203,204,4,0,20,5,1,0,1,0,1,0,1
203,204,5,0,20,10,1,0,1,0,0,1,1
203,204,6,0,20,5,1,0,1,0,0,1,1
204,205,1,1,40,10,1,0,0,1,0,0,0
204,205,2,1,40,5,1,0,0,1,0,0,0
204,205,3,1,40,10,1,0,0,0,1,0,0
204,205,4,1,40,5,1,0,0,0,1,0,1
204,205,5,1,40,10,1,0,0,0,0,1,0
204,205,6,1,40,5,1,0,0,0,0,1,1
205,206,1,0,10,10,1,0,0,1,0,0,0
205,206,2,0,10,5,1,0,0,1,0,0,0
205,206,3,0,10,10,1,0,0,0,1,0,1
205,206,4,0,10,5,1,0,0,0,1,0,1
205,206,5,0,10,10,1,0,0,0,0,1,1
205,206,6,0,10,5,1,0,0,0,0,1,1
206,207,1,1,20,10,0,1,0,1,0,0,1
206,207,2,1,20,5,0,1,0,1,0,0,1
206,207,3,1,20,10,0,1,0,0,1,0,1
206,207,4,1,20,5,0,1,0,0,1,0,1
206,207,5,1,20,10,0,1,0,0,0,1,1
206,207,6,1,20,5,0,1,0,0,0,1,1
207,208,1,1,25,10,1,1,0,1,0,0,0
207,208,2,1,25,5,1,1,0,1,0,0,0
207,208,3,1,25,10,1,1,0,0,1,0,0
207,208,4,1,25,5,1,1,0,0,1,0,1
207,208,5,1,25,10,1,1,0,0,0,1,0
207,208,6,1,25,5,1,1,0,0,0,1,1
208,209,1,0,5,10,1,0,0,1,0,0,0
208,209,2,0,5,5,1,0,0,1,0,0,0
208,209,3,0,5,10,1,0,0,0,1,0,0
208,209,4,0,5,5,1,0,0,0,1,0,0
208,209,5,0,5,10,1,0,0,0,0,1,0
208,209,6,0,5,5,1,0,0,0,0,1,0
209,210,1,0,30,10,1,0,0,1,0,0,0
209,210,2,0,30,5,1,0,0,1,0,0,0
209,210,3,0,30,10,1,0,0,0,1,0,1
209,210,4,0,30,5,1,0,0,0,1,0,1
209,210,5,0,30,10,1,0,0,0,0,1,1
209,210,6,0,30,5,1,0,0,0,0,1,1
210,211,1,0,45,10,0,0,1,1,0,0,1
210,211,2,0,45,5,0,0,1,1,0,0,1
210,211,3,0,45,10,0,0,1,0,1,0,1
210,211,4,0,45,5,0,0,1,0,1,0,1
210,211,5,0,45,10,0,0,1,0,0,1,1
210,211,6,0,45,5,0,0,1,0,0,1,1
211,212,1,1,17,10,1,0,0,1,0,0,0
211,212,2,1,17,5,1,0,0,1,0,0,0
211,212,3,1,17,10,1,0,0,0,1,0,0
211,212,4,1,17,5,1,0,0,0,1,0,1
211,212,5,1,17,10,1,0,0,0,0,1,0
211,212,6,1,17,5,1,0,0,0,0,1,1
212,213,1,0,24,10,1,0,0,1,0,0,0
212,213,2,0,24,5,1,0,0,1,0,0,0
212,213,3,0,24,10,1,0,0,0,1,0,1
212,213,4,0,24,5,1,0,0,0,1,0,1
212,213,5,0,24,10,1,0,0,0,0,1,1
212,213,6,0,24,5,1,0,0,0,0,1,1
213,214,1,1,10,10,0,0,0,1,0,0,0
213,214,2,1,10,5,0,0,0,1,0,0,0
213,214,3,1,10,10,0,0,0,0,1,0,1
213,214,4,1,10,5,0,0,0,0,1,0,1
213,214,5,1,10,10,0,0,0,0,0,1,1
213,214,6,1,10,5,0,0,0,0,0,1,1
214,215,1,1,22,10,0,0,0,1,0,0,0
214,215,2,1,22,5,0,0,0,1,0,0,0
214,215,3,1,22,10,0,0,0,0,1,0,0
214,215,4,1,22,5,0,0,0,0,1,0,0
214,215,5,1,22,10,0,0,0,0,0,1,0
214,215,6,1,22,5,0,0,0,0,0,1,0
215,216,1,1,15,10,1,0,0,1,0,0,0
215,216,2,1,15,5,1,0,0,1,0,0,1
215,216,3,1,15,10,1,0,0,0,1,0,0
215,216,4,1,15,5,1,0,0,0,1,0,1
215,216,5,1,15,10,1,0,0,0,0,1,0
215,216,6,1,15,5,1,0,0,0,0,1,1
216,217,1,0,25,10,1,0,0,1,0,0,0
216,217,2,0,25,5,1,0,0,1,0,0,0
216,217,3,0,25,10,1,0,0,0,1,0,1
216,217,4,0,25,5,1,0,0,0,1,0,1
216,217,5,0,25,10,1,0,0,0,0,1,1
216,217,6,0,25,5,1,0,0,0,0,1,1
217,218,1,0,15,10,1,0,0,1,0,0,0
217,218,2,0,15,5,1,0,0,1,0,0,0
217,218,3,0,15,10,1,0,0,0,1,0,0
217,218,4,0,15,5,1,0,0,0,1,0,0
217,218,5,0,15,10,1,0,0,0,0,1,0
217,218,6,0,15,5,1,0,0,0,0,1,0
218,219,1,0,30,10,1,0,0,1,0,0,0
218,219,2,0,30,5,1,0,0,1,0,0,0
218,219,3,0,30,10,1,0,0,0,1,0,1
218,219,4,0,30,5,1,0,0,0,1,0,1
218,219,5,0,30,10,1,0,0,0,0,1,1
218,219,6,0,30,5,1,0,0,0,0,1,1
219,220,1,1,45,10,1,0,0,1,0,0,0
219,220,2,1,45,5,1,0,0,1,0,0,0
219,220,3,1,45,10,1,0,0,0,1,0,0
219,220,4,1,45,5,1,0,0,0,1,0,1
219,220,5,1,45,10,1,0,0,0,0,1,0
219,220,6,1,45,5,1,0,0,0,0,1,1
220,221,1,1,5,10,1,0,0,1,0,0,0
220,221,2,1,5,5,1,0,0,1,0,0,0
220,221,3,1,5,10,1,0,0,0,1,0,0
220,221,4,1,5,5,1,0,0,0,1,0,1
220,221,5,1,5,10,1,0,0,0,0,1,0
220,221,6,1,5,5,1,0,0,0,0,1,1
221,222,1,1,30,10,1,0,0,1,0,0,0
221,222,2,1,30,5,1,0,0,1,0,0,0
221,222,3,1,30,10,1,0,0,0,1,0,0
221,222,4,1,30,5,1,0,0,0,1,0,1
221,222,5,1,30,10,1,0,0,0,0,1,0
221,222,6,1,30,5,1,0,0,0,0,1,1
222,223,1,1,9,10,1,0,0,1,0,0,0
222,223,2,1,9,5,1,0,0,1,0,0,1
222,223,3,1,9,10,1,0,0,0,1,0,1
222,223,4,1,9,5,1,0,0,0,1,0,1
222,223,5,1,9,10,1,0,0,0,0,1,1
222,223,6,1,9,5,1,0,0,0,0,1,1
223,224,1,1,30,10,0,0,1,1,0,0,0
223,224,2,1,30,5,0,0,1,1,0,0,0
223,224,3,1,30,10,0,0,1,0,1,0,0
223,224,4,1,30,5,0,0,1,0,1,0,0
223,224,5,1,30,10,0,0,1,0,0,1,0
223,224,6,1,30,5,0,0,1,0,0,1,0
224,225,1,1,25,10,1,0,0,1,0,0,0
224,225,2,1,25,5,1,0,0,1,0,0,0
224,225,3,1,25,10,1,0,0,0,1,0,0
224,225,4,1,25,5,1,0,0,0,1,0,0
224,225,5,1,25,10,1,0,0,0,0,1,0
224,225,6,1,25,5,1,0,0,0,0,1,0
225,226,1,0,20,10,1,0,0,1,0,0,0
225,226,2,0,20,5,1,0,0,1,0,0,0
225,226,3,0,20,10,1,0,0,0,1,0,0
225,226,4,0,20,5,1,0,0,0,1,0,0
225,226,5,0,20,10,1,0,0,0,0,1,0
225,226,6,0,20,5,1,0,0,0,0,1,0
226,227,1,0,10,10,0,0,0,1,0,0,0
226,227,2,0,10,5,0,0,0,1,0,0,1
226,227,3,0,10,10,0,0,0,0,1,0,0
226,227,4,0,10,5,0,0,0,0,1,0,1
226,227,5,0,10,10,0,0,0,0,0,1,1
226,227,6,0,10,5,0,0,0,0,0,1,1
227,228,1,1,20,10,1,0,0,1,0,0,0
227,228,2,1,20,5,1,0,0,1,0,0,0
227,228,3,1,20,10,1,0,0,0,1,0,0
227,228,4,1,20,5,1,0,0,0,1,0,0
227,228,5,1,20,10,1,0,0,0,0,1,0
227,228,6,1,20,5,1,0,0,0,0,1,0
228,229,1,1,25,10,1,0,0,1,0,0,0
228,229,2,1,25,5,1,0,0,1,0,0,0
228,229,3,1,25,10,1,0,0,0,1,0,0
228,229,4,1,25,5,1,0,0,0,1,0,0
228,229,5,1,25,10,1,0,0,0,0,1,0
228,229,6,1,25,5,1,0,0,0,0,1,0
229,230,1,0,7,10,1,0,0,1,0,0,0
229,230,2,0,7,5,1,0,0,1,0,0,0
229,230,3,0,7,10,1,0,0,0,1,0,1
229,230,4,0,7,5,1,0,0,0,1,0,1
229,230,5,0,7,10,1,0,0,0,0,1,1
229,230,6,0,7,5,1,0,0,0,0,1,1
230,231,1,0,20,10,1,0,0,1,0,0,0
230,231,2,0,20,5,1,0,0,1,0,0,1
230,231,3,0,20,10,1,0,0,0,1,0,1
230,231,4,0,20,5,1,0,0,0,1,0,1
230,231,5,0,20,10,1,0,0,0,0,1,1
230,231,6,0,20,5,1,0,0,0,0,1,1
231,232,1,1,20,10,0,0,0,1,0,0,0
231,232,2,1,20,5,0,0,0,1,0,0,0
231,232,3,1,20,10,0,0,0,0,1,0,0
231,232,4,1,20,5,0,0,0,0,1,0,0
231,232,5,1,20,10,0,0,0,0,0,1,0
231,232,6,1,20,5,0,0,0,0,0,1,0
232,233,1,1,20,10,1,0,0,1,0,0,0
232,233,2,1,20,5,1,0,0,1,0,0,0
232,233,3,1,20,10,1,0,0,0,1,0,0
232,233,4,1,20,5,1,0,0,0,1,0,1
232,233,5,1,20,10,1,0,0,0,0,1,0
232,233,6,1,20,5,1,0,0,0,0,1,1
233,234,1,0,30,10,1,0,0,1,0,0,0
233,234,2,0,30,5,1,0,0,1,0,0,0
233,234,3,0,30,10,1,0,0,0,1,0,1
233,234,4,0,30,5,1,0,0,0,1,0,1
233,234,5,0,30,10,1,0,0,0,0,1,1
233,234,6,0,30,5,1,0,0,0,0,1,1
234,235,1,0,35,10,1,0,0,1,0,0,1
234,235,2,0,35,5,1,0,0,1,0,0,1
234,235,3,0,35,10,1,0,0,0,1,0,1
234,235,4,0,35,5,1,0,0,0,1,0,1
234,235,5,0,35,10,1,0,0,0,0,1,1
234,235,6,0,35,5,1,0,0,0,0,1,1
235,236,1,1,20,10,1,0,0,1,0,0,0
235,236,2,1,20,5,1,0,0,1,0,0,0
235,236,3,1,20,10,1,0,0,0,1,0,0
235,236,4,1,20,5,1,0,0,0,1,0,1
235,236,5,1,20,10,1,0,0,0,0,1,0
235,236,6,1,20,5,1,0,0,0,0,1,1
236,237,1,0,18,10,1,0,0,1,0,0,0
236,237,2,0,18,5,1,0,0,1,0,0,0
236,237,3,0,18,10,1,0,0,0,1,0,0
236,237,4,0,18,5,1,0,0,0,1,0,0
236,237,5,0,18,10,1,0,0,0,0,1,0
236,237,6,0,18,5,1,0,0,0,0,1,0
237,238,1,0,8,10,1,0,0,1,0,0,0
237,238,2,0,8,5,1,0,0,1,0,0,0
237,238,3,0,8,10,1,0,0,0,1,0,0
237,238,4,0,8,5,1,0,0,0,1,0,0
237,238,5,0,8,10,1,0,0,0,0,1,0
237,238,6,0,8,5,1,0,0,0,0,1,0
238,239,1,0,40,10,1,0,0,1,0,0,0
238,239,2,0,40,5,1,0,0,1,0,0,0
238,239,3,0,40,10,1,0,0,0,1,0,0
238,239,4,0,40,5,1,0,0,0,1,0,1
238,239,5,0,40,10,1,0,0,0,0,1,0
238,239,6,0,40,5,1,0,0,0,0,1,1
239,240,1,0,30,10,1,0,0,1,0,0,0
239,240,2,0,30,5,1,0,0,1,0,0,0
239,240,3,0,30,10,1,0,0,0,1,0,1
239,240,4,0,30,5,1,0,0,0,1,0,1
239,240,5,0,30,10,1,0,0,0,0,1,1
239,240,6,0,30,5,1,0,0,0,0,1,1
240,241,1,0,15,10,1,0,0,1,0,0,0
240,241,2,0,15,5,1,0,0,1,0,0,0
240,241,3,0,15,10,1,0,0,0,1,0,0
240,241,4,0,15,5,1,0,0,0,1,0,1
240,241,5,0,15,10,1,0,0,0,0,1,0
240,241,6,0,15,5,1,0,0,0,0,1,1
241,242,1,1,20,10,1,0,0,1,0,0,0
241,242,2,1,20,5,1,0,0,1,0,0,0
241,242,3,1,20,10,1,0,0,0,1,0,0
241,242,4,1,20,5,1,0,0,0,1,0,0
241,242,5,1,20,10,1,0,0,0,0,1,0
241,242,6,1,20,5,1,0,0,0,0,1,0
242,243,1,0,15,10,1,0,0,1,0,0,0
242,243,2,0,15,5,1,0,0,1,0,0,1
242,243,3,0,15,10,1,0,0,0,1,0,1
242,243,4,0,15,5,1,0,0,0,1,0,1
242,243,5,0,15,10,1,0,0,0,0,1,1
242,243,6,0,15,5,1,0,0,0,0,1,1
243,244,1,0,15,10,1,0,0,1,0,0,0
243,244,2,0,15,5,1,0,0,1,0,0,0
243,244,3,0,15,10,1,0,0,0,1,0,0
243,244,4,0,15,5,1,0,0,0,1,0,1
243,244,5,0,15,10,1,0,0,0,0,1,0
243,244,6,0,15,5,1,0,0,0,0,1,1
244,245,1,0,40,10,1,0,0,1,0,0,0
244,245,2,0,40,5,1,0,0,1,0,0,0
244,245,3,0,40,10,1,0,0,0,1,0,1
244,245,4,0,40,5,1,0,0,0,1,0,1
244,245,5,0,40,10,1,0,0,0,0,1,1
244,245,6,0,40,5,1,0,0,0,0,1,1
245,246,1,0,25,10,1,0,0,1,0,0,1
245,246,2,0,25,5,1,0,0,1,0,0,1
245,246,3,0,25,10,1,0,0,0,1,0,1
245,246,4,0,25,5,1,0,0,0,1,0,1
245,246,5,0,25,10,1,0,0,0,0,1,1
245,246,6,0,25,5,1,0,0,0,0,1,1
246,247,1,0,40,10,0,0,0,1,0,0,0
246,247,2,0,40,5,0,0,0,1,0,0,0
246,247,3,0,40,10,0,0,0,0,1,0,1
246,247,4,0,40,5,0,0,0,0,1,0,1
246,247,5,0,40,10,0,0,0,0,0,1,1
246,247,6,0,40,5,0,0,0,0,0,1,1
247,248,1,1,15,10,1,0,0,1,0,0,0
247,248,2,1,15,5,1,0,0,1,0,0,0
247,248,3,1,15,10,1,0,0,0,1,0,0
247,248,4,1,15,5,1,0,0,0,1,0,0
247,248,5,1,15,10,1,0,0,0,0,1,0
247,248,6,1,15,5,1,0,0,0,0,1,0
248,249,1,0,35,10,0,0,1,1,0,0,1
248,249,2,0,35,5,0,0,1,1,0,0,1
248,249,3,0,35,10,0,0,1,0,1,0,1
248,249,4,0,35,5,0,0,1,0,1,0,1
248,249,5,0,35,10,0,0,1,0,0,1,1
248,249,6,0,35,5,0,0,1,0,0,1,1
249,250,1,1,10,10,1,0,0,1,0,0,0
249,250,2,1,10,5,1,0,0,1,0,0,0
249,250,3,1,10,10,1,0,0,0,1,0,0
249,250,4,1,10,5,1,0,0,0,1,0,0
249,250,5,1,10,10,1,0,0,0,0,1,0
249,250,6,1,10,5,1,0,0,0,0,1,0
250,251,1,0,25,10,0,0,0,1,0,0,0
250,251,2,0,25,5,0,0,0,1,0,0,0
250,251,3,0,25,10,0,0,0,0,1,0,0
250,251,4,0,25,5,0,0,0,0,1,0,1
250,251,5,0,25,10,0,0,0,0,0,1,0
250,251,6,0,25,5,0,0,0,0,0,1,1
251,252,1,1,25,10,1,0,0,1,0,0,0
251,252,2,1,25,5,1,0,0,1,0,0,0
251,252,3,1,25,10,1,0,0,0,1,0,0
251,252,4,1,25,5,1,0,0,0,1,0,0
251,252,5,1,25,10,1,0,0,0,0,1,0
251,252,6,1,25,5,1,0,0,0,0,1,0
252,253,1,0,15,10,1,0,0,1,0,0,0
252,253,2,0,15,5,1,0,0,1,0,0,1
252,253,3,0,15,10,1,0,0,0,1,0,0
252,253,4,0,15,5,1,0,0,0,1,0,0
252,253,5,0,15,10,1,0,0,0,0,1,0
252,253,6,0,15,5,1,0,0,0,0,1,1
253,254,1,1,15,10,1,0,0,1,0,0,0
253,254,2,1,15,5,1,0,0,1,0,0,0
253,254,3,1,15,10,1,0,0,0,1,0,0
253,254,4,1,15,5,1,0,0,0,1,0,1
253,254,5,1,15,10,1,0,0,0,0,1,0
253,254,6,1,15,5,1,0,0,0,0,1,1
254,255,1,1,30,10,1,0,0,1,0,0,0
254,255,2,1,30,5,1,0,0,1,0,0,1
254,255,3,1,30,10,1,0,0,0,1,0,0
254,255,4,1,30,5,1,0,0,0,1,0,1
254,255,5,1,30,10,1,0,0,0,0,1,0
254,255,6,1,30,5,1,0,0,0,0,1,1
255,256,1,1,40,10,1,0,0,1,0,0,0
255,256,2,1,40,5,1,0,0,1,0,0,0
255,256,3,1,40,10,1,0,0,0,1,0,0
255,256,4,1,40,5,1,0,0,0,1,0,1
255,256,5,1,40,10,1,0,0,0,0,1,0
255,256,6,1,40,5,1,0,0,0,0,1,1
256,257,1,1,25,10,1,0,0,1,0,0,0
256,257,2,1,25,5,1,0,0,1,0,0,0
256,257,3,1,25,10,1,0,0,0,1,0,0
256,257,4,1,25,5,1,0,0,0,1,0,0
256,257,5,1,25,10,1,0,0,0,0,1,0
256,257,6,1,25,5,1,0,0,0,0,1,0
257,258,1,1,7,10,1,0,0,1,0,0,0
257,258,2,1,7,5,1,0,0,1,0,0,1
257,258,3,1,7,10,1,0,0,0,1,0,1
257,258,4,1,7,5,1,0,0,0,1,0,1
257,258,5,1,7,10,1,0,0,0,0,1,1
257,258,6,1,7,5,1,0,0,0,0,1,1
258,259,1,0,20,10,1,0,0,1,0,0,0
258,259,2,0,20,5,1,0,0,1,0,0,0
258,259,3,0,20,10,1,0,0,0,1,0,1
258,259,4,0,20,5,1,0,0,0,1,0,1
258,259,5,0,20,10,1,0,0,0,0,1,1
258,259,6,0,20,5,1,0,0,0,0,1,1
259,260,1,0,30,10,1,0,0,1,0,0,0
259,260,2,0,30,5,1,0,0,1,0,0,0
259,260,3,0,30,10,1,0,0,0,1,0,0
259,260,4,0,30,5,1,0,0,0,1,0,1
259,260,5,0,30,10,1,0,0,0,0,1,0
259,260,6,0,30,5,1,0,0,0,0,1,1
260,261,1,0,10,10,1,0,0,1,0,0,0
260,261,2,0,10,5,1,0,0,1,0,0,1
260,261,3,0,10,10,1,0,0,0,1,0,1
260,261,4,0,10,5,1,0,0,0,1,0,1
260,261,5,0,10,10,1,0,0,0,0,1,1
260,261,6,0,10,5,1,0,0,0,0,1,1
261,262,1,1,13,10,1,0,0,1,0,0,0
261,262,2,1,13,5,1,0,0,1,0,0,0
261,262,3,1,13,10,1,0,0,0,1,0,0
261,262,4,1,13,5,1,0,0,0,1,0,1
261,262,5,1,13,10,1,0,0,0,0,1,0
261,262,6,1,13,5,1,0,0,0,0,1,1
262,263,1,1,35,10,1,0,0,1,0,0,0
262,263,2,1,35,5,1,0,0,1,0,0,0
262,263,3,1,35,10,1,0,0,0,1,0,1
262,263,4,1,35,5,1,0,0,0,1,0,1
262,263,5,1,35,10,1,0,0,0,0,1,1
262,263,6,1,35,5,1,0,0,0,0,1,1
263,264,1,1,12,10,1,0,0,1,0,0,0
263,264,2,1,12,5,1,0,0,1,0,0,0
263,264,3,1,12,10,1,0,0,0,1,0,0
263,264,4,1,12,5,1,0,0,0,1,0,0
263,264,5,1,12,10,1,0,0,0,0,1,0
263,264,6,1,12,5,1,0,0,0,0,1,0
264,265,1,1,30,10,1,0,0,1,0,0,0
264,265,2,1,30,5,1,0,0,1,0,0,1
264,265,3,1,30,10,1,0,0,0,1,0,0
264,265,4,1,30,5,1,0,0,0,1,0,1
264,265,5,1,30,10,1,0,0,0,0,1,0
264,265,6,1,30,5,1,0,0,0,0,1,1
265,266,1,1,20,10,1,0,0,1,0,0,0
265,266,2,1,20,5,1,0,0,1,0,0,0
265,266,3,1,20,10,1,0,0,0,1,0,0
265,266,4,1,20,5,1,0,0,0,1,0,0
265,266,5,1,20,10,1,0,0,0,0,1,0
265,266,6,1,20,5,1,0,0,0,0,1,0
266,267,1,1,20,10,1,0,0,1,0,0,0
