index,pass_ID,scenario,time_crit,JRT,WT,commuter,age_50_65,age_65plus,Crowding_3_2,Crowding_4_3,Crowding_4_2,output_choice
87,88,6,0,20,5,0,0,1,0,0,1,1
88,89,1,0,10,10,1,0,0,1,0,0,0
88,89,2,0,10,5,1,0,0,1,0,0,0
88,89,3,0,10,10,1,0,0,0,1,0,0
88,89,4,0,10,5,1,0,0,0,1,0,1
88,89,5,0,10,10,1,0,0,0,0,1,0
88,89,6,0,10,5,1,0,0,0,0,1,1
89,90,1,0,30,10,1,0,0,1,0,0,0
89,90,2,0,30,5,1,0,0,1,0,0,1
89,90,3,0,30,10,1,0,0,0,1,0,1
89,90,4,0,30,5,1,0,0,0,1,0,1
89,90,5,0,30,10,1,0,0,0,0,1,1
89,90,6,0,30,5,1,0,0,0,0,1,1
90,91,1,0,10,10,1,0,0,1,0,0,0
90,91,2,0,10,5,1,0,0,1,0,0,1
90,91,3,0,10,10,1,0,0,0,1,0,1
90,91,4,0,10,5,1,0,0,0,1,0,1
90,91,5,0,10,10,1,0,0,0,0,1,1
90,91,6,0,10,5,1,0,0,0,0,1,1
91,92,1,0,25,10,1,0,0,1,0,0,0
91,92,2,0,25,5,1,0,0,1,0,0,1
91,92,3,0,25,10,1,0,0,0,1,0,0
91,92,4,0,25,5,1,0,0,0,1,0,1
91,92,5,0,25,10,1,0,0,0,0,1,0
91,92,6,0,25,5,1,0,0,0,0,1,1
92,93,1,0,30,10,0,0,1,1,0,0,1
92,93,2,0,30,5,0,0,1,1,0,0,1
92,93,3,0,30,10,0,0,1,0,1,0,1
92,93,4,0,30,5,0,0,1,0,1,0,1
92,93,5,0,30,10,0,0,1,0,0,1,1
92,93,6,0,30,5,0,0,1,0,0,1,1
93,94,1,0,20,10,1,0,1,1,0,0,0
93,94,2,0,20,5,1,0,1,1,0,0,0
93,94,3,0,20,10,1,0,1,0,1,0,0
93,94,4,0,20,5,1,0,1,0,1,0,1
93,94,5,0,20,10,1,0,1,0,0,1,1
93,94,6,0,20,5,1,0,1,0,0,1,1
94,95,1,0,20,10,1,0,0,1,0,0,0
94,95,2,0,20,5,1,0,0,1,0,0,0
94,95,3,0,20,10,1,0,0,0,1,0,1
94,95,4,0,20,5,1,0,0,0,1,0,1
94,95,5,0,20,10,1,0,0,0,0,1,1
94,95,6,0,20,5,1,0,0,0,0,1,1
95,96,1,1,15,10,1,0,0,1,0,0,0
95,96,2,1,15,5,1,0,0,1,0,0,0
95,96,3,1,15,10,1,0,0,0,1,0,0
95,96,4,1,15,5,1,0,0,0,1,0,0
95,96,5,1,15,10,1,0,0,0,0,1,0
95,96,6,1,15,5,1,0,0,0,0,1,0
96,97,1,1,60,10,1,0,0,1,0,0,0
96,97,2,1,60,5,1,0,0,1,0,0,1
96,97,3,1,60,10,1,0,0,0,1,0,1
96,97,4,1,60,5,1,0,0,0,1,0,1
96,97,5,1,60,10,1,0,0,0,0,1,1
96,97,6,1,60,5,1,0,0,0,0,1,1
97,98,1,1,25,10,1,0,0,1,0,0,0
97,98,2,1,25,5,1,0,0,1,0,0,0
97,98,3,1,25,10,1,0,0,0,1,0,0
97,98,4,1,25,5,1,0,0,0,1,0,1
97,98,5,1,25,10,1,0,0,0,0,1,0
97,98,6,1,25,5,1,0,0,0,0,1,1
98,99,1,0,20,10,1,0,0,1,0,0,0
98,99,2,0,20,5,1,0,0,1,0,0,0
98,99,3,0,20,10,1,0,0,0,1,0,1
98,99,4,0,20,5,1,0,0,0,1,0,1
98,99,5,0,20,10,1,0,0,0,0,1,1
98,99,6,0,20,5,1,0,0,0,0,1,1
99,100,1,0,20,10,0,0,0,1,0,0,0
99,100,2,0,20,5,0,0,0,1,0,0,0
99,100,3,0,20,10,0,0,0,0,1,0,1
99,100,4,0,20,5,0,0,0,0,1,0,1
99,100,5,0,20,10,0,0,0,0,0,1,1
99,100,6,0,20,5,0,0,0,0,0,1,1
100,101,1,0,20,10,1,0,0,1,0,0,0
100,101,2,0,20,5,1,0,0,1,0,0,0
100,101,3,0,20,10,1,0,0,0,1,0,0
100,101,4,0,20,5,1,0,0,0,1,0,1
100,101,5,0,20,10,1,0,0,0,0,1,0
100,101,6,0,20,5,1,0,0,0,0,1,1
101,102,1,1,20,10,1,0,0,1,0,0,0
101,102,2,1,20,5,1,0,0,1,0,0,0
101,102,3,1,20,10,1,0,0,0,1,0,1
101,102,4,1,20,5,1,0,0,0,1,0,1
101,102,5,1,20,10,1,0,0,0,0,1,1
101,102,6,1,20,5,1,0,0,0,0,1,1
102,103,1,0,8,10,0,0,1,1,0,0,0
102,103,2,0,8,5,0,0,1,1,0,0,0
102,103,3,0,8,10,0,0,1,0,1,0,1
102,103,4,0,8,5,0,0,1,0,1,0,1
102,103,5,0,8,10,0,0,1,0,0,1,1
102,103,6,0,8,5,0,0,1,0,0,1,1
103,104,1,1,30,10,1,0,0,1,0,0,0
103,104,2,1,30,5,1,0,0,1,0,0,0
103,104,3,1,30,10,1,0,0,0,1,0,0
103,104,4,1,30,5,1,0,0,0,1,0,0
103,104,5,1,30,10,1,0,0,0,0,1,0
103,104,6,1,30,5,1,0,0,0,0,1,0
104,105,1,0,25,10,1,0,0,1,0,0,0
104,105,2,0,25,5,1,0,0,1,0,0,0
104,105,3,0,25,10,1,0,0,0,1,0,0
104,105,4,0,25,5,1,0,0,0,1,0,1
104,105,5,0,25,10,1,0,0,0,0,1,0
104,105,6,0,25,5,1,0,0,0,0,1,1
105,106,1,1,25,10,1,0,0,1,0,0,0
105,106,2,1,25,5,1,0,0,1,0,0,0
105,106,3,1,25,10,1,0,0,0,1,0,0
105,106,4,1,25,5,1,0,0,0,1,0,0
105,106,5,1,25,10,1,0,0,0,0,1,0
105,106,6,1,25,5,1,0,0,0,0,1,0
106,107,1,0,25,10,0,0,1,1,0,0,1
106,107,2,0,25,5,0,0,1,1,0,0,1
106,107,3,0,25,10,0,0,1,0,1,0,1
106,107,4,0,25,5,0,0,1,0,1,0,1
106,107,5,0,25,10,0,0,1,0,0,1,1
106,107,6,0,25,5,0,0,1,0,0,1,1
107,108,1,1,7,10,1,0,0,1,0,0,0
107,108,2,1,7,5,1,0,0,1,0,0,0
107,108,3,1,7,10,1,0,0,0,1,0,0
107,108,4,1,7,5,1,0,0,0,1,0,0
107,108,5,1,7,10,1,0,0,0,0,1,0
107,108,6,1,7,5,1,0,0,0,0,1,0
108,109,1,0,30,10,1,0,0,1,0,0,0
108,109,2,0,30,5,1,0,0,1,0,0,0
108,109,3,0,30,10,1,0,0,0,1,0,1
108,109,4,0,30,5,1,0,0,0,1,0,1
108,109,5,0,30,10,1,0,0,0,0,1,1
108,109,6,0,30,5,1,0,0,0,0,1,1
109,110,1,0,15,10,1,1,0,1,0,0,0
109,110,2,0,15,5,1,1,0,1,0,0,1
109,110,3,0,15,10,1,1,0,0,1,0,0
109,110,4,0,15,5,1,1,0,0,1,0,1
109,110,5,0,15,10,1,1,0,0,0,1,0
109,110,6,0,15,5,1,1,0,0,0,1,1
110,111,1,0,23,10,1,0,0,1,0,0,0
110,111,2,0,23,5,1,0,0,1,0,0,0
110,111,3,0,23,10,1,0,0,0,1,0,1
110,111,4,0,23,5,1,0,0,0,1,0,1
110,111,5,0,23,10,1,0,0,0,0,1,1
110,111,6,0,23,5,1,0,0,0,0,1,1
111,112,1,0,30,10,0,0,1,1,0,0,0
111,112,2,0,30,5,0,0,1,1,0,0,1
111,112,3,0,30,10,0,0,1,0,1,0,1
111,112,4,0,30,5,0,0,1,0,1,0,1
111,112,5,0,30,10,0,0,1,0,0,1,1
111,112,6,0,30,5,0,0,1,0,0,1,1
112,113,1,1,5,10,1,0,0,1,0,0,0
112,113,2,1,5,5,1,0,0,1,0,0,0
112,113,3,1,5,10,1,0,0,0,1,0,0
112,113,4,1,5,5,1,0,0,0,1,0,0
112,113,5,1,5,10,1,0,0,0,0,1,0
112,113,6,1,5,5,1,0,0,0,0,1,0
113,114,1,0,25,10,1,0,0,1,0,0,0
113,114,2,0,25,5,1,0,0,1,0,0,1
113,114,3,0,25,10,1,0,0,0,1,0,1
113,114,4,0,25,5,1,0,0,0,1,0,1
113,114,5,0,25,10,1,0,0,0,0,1,1
113,114,6,0,25,5,1,0,0,0,0,1,1
114,115,1,0,30,10,1,0,0,1,0,0,1
114,115,2,0,30,5,1,0,0,1,0,0,1
114,115,3,0,30,10,1,0,0,0,1,0,1
114,115,4,0,30,5,1,0,0,0,1,0,1
114,115,5,0,30,10,1,0,0,0,0,1,1
114,115,6,0,30,5,1,0,0,0,0,1,1
115,116,1,1,15,10,1,0,0,1,0,0,0
115,116,2,1,15,5,1,0,0,1,0,0,0
115,116,3,1,15,10,1,0,0,0,1,0,0
115,116,4,1,15,5,1,0,0,0,1,0,1
115,116,5,1,15,10,1,0,0,0,0,1,0
115,116,6,1,15,5,1,0,0,0,0,1,1
116,117,1,0,10,10,1,0,0,1,0,0,0
116,117,2,0,10,5,1,0,0,1,0,0,0
116,117,3,0,10,10,1,0,0,0,1,0,0
116,117,4,0,10,5,1,0,0,0,1,0,0
116,117,5,0,10,10,1,0,0,0,0,1,0
116,117,6,0,10,5,1,0,0,0,0,1,0
117,118,1,0,25,10,0,1,0,1,0,0,1
117,118,2,0,25,5,0,1,0,1,0,0,1
117,118,3,0,25,10,0,1,0,0,1,0,1
117,118,4,0,25,5,0,1,0,0,1,0,1
117,118,5,0,25,10,0,1,0,0,0,1,1
117,118,6,0,25,5,0,1,0,0,0,1,1
118,119,1,0,8,10,1,0,0,1,0,0,0
118,119,2,0,8,5,1,0,0,1,0,0,0
118,119,3,0,8,10,1,0,0,0,1,0,0
118,119,4,0,8,5,1,0,0,0,1,0,1
118,119,5,0,8,10,1,0,0,0,0,1,0
118,119,6,0,8,5,1,0,0,0,0,1,1
119,120,1,0,17,10,0,0,0,1,0,0,0
119,120,2,0,17,5,0,0,0,1,0,0,0
119,120,3,0,17,10,0,0,0,0,1,0,0
119,120,4,0,17,5,0,0,0,0,1,0,0
119,120,5,0,17,10,0,0,0,0,0,1,0
119,120,6,0,17,5,0,0,0,0,0,1,1
120,121,1,0,12,10,1,0,0,1,0,0,0
120,121,2,0,12,5,1,0,0,1,0,0,0
120,121,3,0,12,10,1,0,0,0,1,0,1
120,121,4,0,12,5,1,0,0,0,1,0,1
120,121,5,0,12,10,1,0,0,0,0,1,1
120,121,6,0,12,5,1,0,0,0,0,1,1
121,122,1,1,8,10,1,0,0,1,0,0,0
121,122,2,1,8,5,1,0,0,1,0,0,0
121,122,3,1,8,10,1,0,0,0,1,0,0
121,122,4,1,8,5,1,0,0,0,1,0,0
121,122,5,1,8,10,1,0,0,0,0,1,0
121,122,6,1,8,5,1,0,0,0,0,1,0
122,123,1,0,10,10,1,0,0,1,0,0,0
122,123,2,0,10,5,1,0,0,1,0,0,1
122,123,3,0,10,10,1,0,0,0,1,0,0
122,123,4,0,10,5,1,0,0,0,1,0,1
122,123,5,0,10,10,1,0,0,0,0,1,0
122,123,6,0,10,5,1,0,0,0,0,1,1
123,124,1,0,45,10,1,0,0,1,0,0,1
123,124,2,0,45,5,1,0,0,1,0,0,1
123,124,3,0,45,10,1,0,0,0,1,0,1
123,124,4,0,45,5,1,0,0,0,1,0,1
123,124,5,0,45,10,1,0,0,0,0,1,1
123,124,6,0,45,5,1,0,0,0,0,1,1
124,125,1,0,15,10,1,0,0,1,0,0,0
124,125,2,0,15,5,1,0,0,1,0,0,0
124,125,3,0,15,10,1,0,0,0,1,0,1
124,125,4,0,15,5,1,0,0,0,1,0,1
124,125,5,0,15,10,1,0,0,0,0,1,1
124,125,6,0,15,5,1,0,0,0,0,1,1
125,126,1,0,20,10,1,0,0,1,0,0,0
125,126,2,0,20,5,1,0,0,1,0,0,0
125,126,3,0,20,10,1,0,0,0,1,0,0
125,126,4,0,20,5,1,0,0,0,1,0,1
125,126,5,0,20,10,1,0,0,0,0,1,0
125,126,6,0,20,5,1,0,0,0,0,1,1
126,127,1,1,40,10,0,0,0,1,0,0,1
126,127,2,1,40,5,0,0,0,1,0,0,1
126,127,3,1,40,10,0,0,0,0,1,0,1
126,127,4,1,40,5,0,0,0,0,1,0,1
126,127,5,1,40,10,0,0,0,0,0,1,1
126,127,6,1,40,5,0,0,0,0,0,1,1
127,128,1,0,10,10,1,0,0,1,0,0,0
127,128,2,0,10,5,1,0,0,1,0,0,0
127,128,3,0,10,10,1,0,0,0,1,0,0
127,128,4,0,10,5,1,0,0,0,1,0,0
127,128,5,0,10,10,1,0,0,0,0,1,0
127,128,6,0,10,5,1,0,0,0,0,1,0
128,129,1,1,15,10,1,0,0,1,0,0,0
128,129,2,1,15,5,1,0,0,1,0,0,0
128,129,3,1,15,10,1,0,0,0,1,0,0
128,129,4,1,15,5,1,0,0,0,1,0,1
128,129,5,1,15,10,1,0,0,0,0,1,0
128,129,6,1,15,5,1,0,0,0,0,1,1
129,130,1,0,20,10,0,0,1,1,0,0,1
129,130,2,0,20,5,0,0,1,1,0,0,1
129,130,3,0,20,10,0,0,1,0,1,0,1
129,130,4,0,20,5,0,0,1,0,1,0,1
129,130,5,0,20,10,0,0,1,0,0,1,1
129,130,6,0,20,5,0,0,1,0,0,1,1
130,131,1,0,25,10,1,0,0,1,0,0,0
130,131,2,0,25,5,1,0,0,1,0,0,0
130,131,3,0,25,10,1,0,0,0,1,0,1
130,131,4,0,25,5,1,0,0,0,1,0,1
130,131,5,0,25,10,1,0,0,0,0,1,1
130,131,6,0,25,5,1,0,0,0,0,1,1
131,132,1,1,20,10,0,0,0,1,0,0,0
131,132,2,1,20,5,0,0,0,1,0,0,1
131,132,3,1,20,10,0,0,0,0,1,0,1
131,132,4,1,20,5,0,0,0,0,1,0,1
131,132,5,1,20,10,0,0,0,0,0,1,1
131,132,6,1,20,5,0,0,0,0,0,1,1
132,133,1,0,20,10,0,0,0,1,0,0,0
132,133,2,0,20,5,0,0,0,1,0,0,0
132,133,3,0,20,10,0,0,0,0,1,0,0
132,133,4,0,20,5,0,0,0,0,1,0,1
132,133,5,0,20,10,0,0,0,0,0,1,0
132,133,6,0,20,5,0,0,0,0,0,1,1
133,134,1,0,17,10,0,0,0,1,0,0,0
133,134,2,0,17,5,0,0,0,1,0,0,1
133,134,3,0,17,10,0,0,0,0,1,0,1
133,134,4,0,17,5,0,0,0,0,1,0,1
133,134,5,0,17,10,0,0,0,0,0,1,1
133,134,6,0,17,5,0,0,0,0,0,1,1
134,135,1,1,10,10,1,0,0,1,0,0,0
134,135,2,1,10,5,1,0,0,1,0,0,0
134,135,3,1,10,10,1,0,0,0,1,0,0
134,135,4,1,10,5,1,0,0,0,1,0,0
134,135,5,1,10,10,1,0,0,0,0,1,0
134,135,6,1,10,5,1,0,0,0,0,1,0
135,136,1,0,25,10,0,0,1,1,0,0,1
135,136,2,0,25,5,0,0,1,1,0,0,1
135,136,3,0,25,10,0,0,1,0,1,0,1
135,136,4,0,25,5,0,0,1,0,1,0,1
135,136,5,0,25,10,0,0,1,0,0,1,1
135,136,6,0,25,5,0,0,1,0,0,1,1
136,137,1,1,20,10,1,0,0,1,0,0,0
136,137,2,1,20,5,1,0,0,1,0,0,0
136,137,3,1,20,10,1,0,0,0,1,0,1
136,137,4,1,20,5,1,0,0,0,1,0,1
136,137,5,1,20,10,1,0,0,0,0,1,1
136,137,6,1,20,5,1,0,0,0,0,1,1
137,138,1,0,20,10,1,0,0,1,0,0,0
137,138,2,0,20,5,1,0,0,1,0,0,0
137,138,3,0,20,10,1,0,0,0,1,0,1
137,138,4,0,20,5,1,0,0,0,1,0,1
137,138,5,0,20,10,1,0,0,0,0,1,1
137,138,6,0,20,5,1,0,0,0,0,1,1
138,139,1,1,10,10,1,0,0,1,0,0,0
138,139,2,1,10,5,1,0,0,1,0,0,0
138,139,3,1,10,10,1,0,0,0,1,0,0
138,139,4,1,10,5,1,0,0,0,1,0,0
138,139,5,1,10,10,1,0,0,0,0,1,0
138,139,6,1,10,5,1,0,0,0,0,1,0
139,140,1,0,20,10,1,0,0,1,0,0,0
139,140,2,0,20,5,1,0,0,1,0,0,1
139,140,3,0,20,10,1,0,0,0,1,0,0
139,140,4,0,20,5,1,0,0,0,1,0,1
139,140,5,0,20,10,1,0,0,0,0,1,0
139,140,6,0,20,5,1,0,0,0,0,1,1
140,141,1,1,25,10,1,0,0,1,0,0,0
140,141,2,1,25,5,1,0,0,1,0,0,0
140,141,3,1,25,10,1,0,0,0,1,0,0
140,141,4,1,25,5,1,0,0,0,1,0,0
140,141,5,1,25,10,1,0,0,0,0,1,0
140,141,6,1,25,5,1,0,0,0,0,1,0
141,142,1,1,30,10,1,0,0,1,0,0,0
141,142,2,1,30,5,1,0,0,1,0,0,0
141,142,3,1,30,10,1,0,0,0,1,0,0
141,142,4,1,30,5,1,0,0,0,1,0,0
141,142,5,1,30,10,1,0,0,0,0,1,0
141,142,6,1,30,5,1,0,0,0,0,1,0
142,143,1,1,30,10,1,0,0,1,0,0,0
142,143,2,1,30,5,1,0,0,1,0,0,1
142,143,3,1,30,10,1,0,0,0,1,0,1
142,143,4,1,30,5,1,0,0,0,1,0,1
142,143,5,1,30,10,1,0,0,0,0,1,1
142,143,6,1,30,5,1,0,0,0,0,1,1
143,144,1,1,20,10,0,0,0,1,0,0,0
143,144,2,1,20,5,0,0,0,1,0,0,0
143,144,3,1,20,10,0,0,0,0,1,0,1
143,144,4,1,20,5,0,0,0,0,1,0,1
143,144,5,1,20,10,0,0,0,0,0,1,1
143,144,6,1,20,5,0,0,0,0,0,1,1
144,145,1,1,15,10,1,0,0,1,0,0,0
144,145,2,1,15,5,1,0,0,1,0,0,0
144,145,3,1,15,10,1,0,0,0,1,0,0
144,145,4,1,15,5,1,0,0,0,1,0,0
144,145,5,1,15,10,1,0,0,0,0,1,0
144,145,6,1,15,5,1,0,0,0,0,1,0
145,146,1,1,40,10,1,0,0,1,0,0,0
145,146,2,1,40,5,1,0,0,1,0,0,0
145,146,3,1,40,10,1,0,0,0,1,0,0
145,146,4,1,40,5,1,0,0,0,1,0,0
145,146,5,1,40,10,1,0,0,0,0,1,0
145,146,6,1,40,5,1,0,0,0,0,1,0
146,147,1,0,10,10,0,1,0,1,0,0,1
146,147,2,0,10,5,0,1,0,1,0,0,1
146,147,3,0,10,10,0,1,0,0,1,0,1
146,147,4,0,10,5,0,1,0,0,1,0,1
146,147,5,0,10,10,0,1,0,0,0,1,1
146,147,6,0,10,5,0,1,0,0,0,1,1
147,148,1,1,3,10,1,0,0,1,0,0,0
147,148,2,1,3,5,1,0,0,1,0,0,0
147,148,3,1,3,10,1,0,0,0,1,0,0
147,148,4,1,3,5,1,0,0,0,1,0,0
147,148,5,1,3,10,1,0,0,0,0,1,0
147,148,6,1,3,5,1,0,0,0,0,1,0
148,149,1,1,20,10,1,1,0,1,0,0,0
148,149,2,1,20,5,1,1,0,1,0,0,0
148,149,3,1,20,10,1,1,0,0,1,0,0
148,149,4,1,20,5,1,1,0,0,1,0,0
148,149,5,1,20,10,1,1,0,0,0,1,0
148,149,6,1,20,5,1,1,0,0,0,1,0
149,150,1,0,12,10,1,0,0,1,0,0,0
149,150,2,0,12,5,1,0,0,1,0,0,0
149,150,3,0,12,10,1,0,0,0,1,0,0
149,150,4,0,12,5,1,0,0,0,1,0,1
149,150,5,0,12,10,1,0,0,0,0,1,0
149,150,6,0,12,5,1,0,0,0,0,1,1
150,151,1,0,20,10,0,0,1,1,0,0,0
150,151,2,0,20,5,0,0,1,1,0,0,0
150,151,3,0,20,10,0,0,1,0,1,0,1
150,151,4,0,20,5,0,0,1,0,1,0,1
150,151,5,0,20,10,0,0,1,0,0,1,1
150,151,6,0,20,5,0,0,1,0,0,1,1
151,152,1,0,20,10,1,0,0,1,0,0,0
151,152,2,0,20,5,1,0,0,1,0,0,0
151,152,3,0,20,10,1,0,0,0,1,0,0
151,152,4,0,20,5,1,0,0,0,1,0,1
151,152,5,0,20,10,1,0,0,0,0,1,0
151,152,6,0,20,5,1,0,0,0,0,1,1
152,153,1,0,10,10,1,0,0,1,0,0,0
152,153,2,0,10,5,1,0,0,1,0,0,0
152,153,3,0,10,10,1,0,0,0,1,0,1
152,153,4,0,10,5,1,0,0,0,1,0,1
152,153,5,0,10,10,1,0,0,0,0,1,1
152,153,6,0,10,5,1,0,0,0,0,1,1
153,154,1,1,20,10,1,0,0,1,0,0,0
153,154,2,1,20,5,1,0,0,1,0,0,0
153,154,3,1,20,10,1,0,0,0,1,0,1
153,154,4,1,20,5,1,0,0,0,1,0,1
153,154,5,1,20,10,1,0,0,0,0,1,1
153,154,6,1,20,5,1,0,0,0,0,1,1
154,155,1,0,10,10,1,0,0,1,0,0,0
154,155,2,0,10,5,1,0,0,1,0,0,0
154,155,3,0,10,10,1,0,0,0,1,0,0
154,155,4,0,10,5,1,0,0,0,1,0,0
154,155,5,0,10,10,1,0,0,0,0,1,0
154,155,6,0,10,5,1,0,0,0,0,1,0
155,156,1,0,20,10,1,0,0,1,0,0,0
155,156,2,0,20,5,1,0,0,1,0,0,0
155,156,3,0,20,10,1,0,0,0,1,0,1
155,156,4,0,20,5,1,0,0,0,1,0,1
155,156,5,0,20,10,1,0,0,0,0,1,1
155,156,6,0,20,5,1,0,0,0,0,1,1
156,157,1,1,15,10,1,0,0,1,0,0,0
156,157,2,1,15,5,1,0,0,1,0,0,0
156,157,3,1,15,10,1,0,0,0,1,0,0
156,157,4,1,15,5,1,0,0,0,1,0,0
156,157,5,1,15,10,1,0,0,0,0,1,0
156,157,6,1,15,5,1,0,0,0,0,1,0
157,158,1,0,25,10,1,0,0,1,0,0,0
157,158,2,0,25,5,1,0,0,1,0,0,1
157,158,3,0,25,10,1,0,0,0,1,0,1
157,158,4,0,25,5,1,0,0,0,1,0,1
157,158,5,0,25,10,1,0,0,0,0,1,1
157,158,6,0,25,5,1,0,0,0,0,1,1
158,159,1,1,40,10,1,0,0,1,0,0,0
158,159,2,1,40,5,1,0,0,1,0,0,0
158,159,3,1,40,10,1,0,0,0,1,0,0
158,159,4,1,40,5,1,0,0,0,1,0,0
158,159,5,1,40,10,1,0,0,0,0,1,0
158,159,6,1,40,5,1,0,0,0,0,1,0
159,160,1,0,30,10,1,0,0,1,0,0,0
159,160,2,0,30,5,1,0,0,1,0,0,0
159,160,3,0,30,10,1,0,0,0,1,0,1
159,160,4,0,30,5,1,0,0,0,1,0,1
159,160,5,0,30,10,1,0,0,0,0,1,1
159,160,6,0,30,5,1,0,0,0,0,1,1
160,161,1,1,2,10,1,0,0,1,0,0,0
160,161,2,1,2,5,1,0,0,1,0,0,0
160,161,3,1,2,10,1,0,0,0,1,0,0
160,161,4,1,2,5,1,0,0,0,1,0,0
160,161,5,1,2,10,1,0,0,0,0,1,0
160,161,6,1,2,5,1,0,0,0,0,1,0
161,162,1,0,20,10,0,0,0,1,0,0,1
161,162,2,0,20,5,0,0,0,1,0,0,1
161,162,3,0,20,10,0,0,0,0,1,0,1
161,162,4,0,20,5,0,0,0,0,1,0,1
161,162,5,0,20,10,0,0,0,0,0,1,1
161,162,6,0,20,5,0,0,0,0,0,1,1
162,163,1,0,10,10,1,0,0,1,0,0,1
162,163,2,0,10,5,1,0,0,1,0,0,1
162,163,3,0,10,10,1,0,0,0,1,0,1
162,163,4,0,10,5,1,0,0,0,1,0,1
162,163,5,0,10,10,1,0,0,0,0,1,1
162,163,6,0,10,5,1,0,0,0,0,1,1
163,164,1,1,20,10,1,0,0,1,0,0,0
163,164,2,1,20,5,1,0,0,1,0,0,0
163,164,3,1,20,10,1,0,0,0,1,0,1
163,164,4,1,20,5,1,0,0,0,1,0,1
163,164,5,1,20,10,1,0,0,0,0,1,1
163,164,6,1,20,5,1,0,0,0,0,1,1
164,165,1,0,30,10,1,0,0,1,0,0,0
164,165,2,0,30,5,1,0,0,1,0,0,1
164,165,3,0,30,10,1,0,0,0,1,0,0
164,165,4,0,30,5,1,0,0,0,1,0,1
164,165,5,0,30,10,1,0,0,0,0,1,1
164,165,6,0,30,5,1,0,0,0,0,1,1
165,166,1,1,30,10,1,0,0,1,0,0,0
165,166,2,1,30,5,1,0,0,1,0,0,0
165,166,3,1,30,10,1,0,0,0,1,0,0
165,166,4,1,30,5,1,0,0,0,1,0,1
165,166,5,1,30,10,1,0,0,0,0,1,0
165,166,6,1,30,5,1,0,0,0,0,1,1
166,167,1,0,12,10,1,0,0,1,0,0,0
166,167,2,0,12,5,1,0,0,1,0,0,0
166,167,3,0,12,10,1,0,0,0,1,0,0
166,167,4,0,12,5,1,0,0,0,1,0,1
166,167,5,0,12,10,1,0,0,0,0,1,0
166,167,6,0,12,5,1,0,0,0,0,1,1
167,168,1,1,15,10,1,1,0,1,0,0,0
167,168,2,1,15,5,1,1,0,1,0,0,0
167,168,3,1,15,10,1,1,0,0,1,0,0
167,168,4,1,15,5,1,1,0,0,1,0,0
167,168,5,1,15,10,1,1,0,0,0,1,0
167,168,6,1,15,5,1,1,0,0,0,1,0
168,169,1,1,50,10,1,0,0,1,0,0,0
168,169,2,1,50,5,1,0,0,1,0,0,1
168,169,3,1,50,10,1,0,0,0,1,0,1
168,169,4,1,50,5,1,0,0,0,1,0,1
168,169,5,1,50,10,1,0,0,0,0,1,1
168,169,6,1,50,5,1,0,0,0,0,1,1
169,170,1,0,5,10,1,0,0,1,0,0,0
169,170,2,0,5,5,1,0,0,1,0,0,0
169,170,3,0,5,10,1,0,0,0,1,0,0
169,170,4,0,5,5,1,0,0,0,1,0,1
169,170,5,0,5,10,1,0,0,0,0,1,0
169,170,6,0,5,5,1,0,0,0,0,1,1
170,171,1,1,9,10,1,0,0,1,0,0,0
170,171,2,1,9,5,1,0,0,1,0,0,0
170,171,3,1,9,10,1,0,0,0,1,0,1
170,171,4,1,9,5,1,0,0,0,1,0,1
170,171,5,1,9,10,1,0,0,0,0,1,1
170,171,6,1,9,5,1,0,0,0,0,1,1
171,172,1,1,5,10,1,0,0,1,0,0,0
171,172,2,1,5,5,1,0,0,1,0,0,0
171,172,3,1,5,10,1,0,0,0,1,0,0
171,172,4,1,5,5,1,0,0,0,1,0,0
171,172,5,1,5,10,1,0,0,0,0,1,0
171,172,6,1,5,5,1,0,0,0,0,1,0
172,173,1,1,60,10,1,0,0,1,0,0,0
172,173,2,1,60,5,1,0,0,1,0,0,0
172,173,3,1,60,10,1,0,0,0,1,0,0
172,173,4,1,60,5,1,0,0,0,1,0,0
172,173,5,1,60,10,1,0,0,0,0,1,0
172,173,6,1,60,5,1,0,0,0,0,1,0
173,174,1,0,15,10,1,0,0,1,0,0,0
173,174,2,0,15,5,1,0,0,1,0,0,0
173,174,3,0,15,10,1,0,0,0,1,0,0
173,174,4,0,15,5,1,0,0,0,1,0,1
173,174,5,0,15,10,1,0,0,0,0,1,0
173,174,6,0,15,5,1,0,0,0,0,1,1
174,175,1,1,3,10,1,0,0,1,0,0,0
174,175,2,1,3,5,1,0,0,1,0,0,0
174,175,3,1,3,10,1,0,0,0,1,0,0
174,175,4,1,3,5,1,0,0,0,1,0,0
174,175,5,1,3,10,1,0,0,0,0,1,0
174,175,6,1,3,5,1,0,0,0,0,1,0
175,176,1,0,20,10,1,0,0,1,0,0,0
175,176,2,0,20,5,1,0,0,1,0,0,1
175,176,3,0,20,10,1,0,0,0,1,0,1
175,176,4,0,20,5,1,0,0,0,1,0,1
175,176,5,0,20,10,1,0,0,0,0,1,1
175,176,6,0,20,5,1,0,0,0,0,1,1
176,177,1,0,15,10,1,0,0,1,0,0,0
176,177,2,0,15,5,1,0,0,1,0,0,0
176,177,3,0,15,10,1,0,0,0,1,0,1
176,177,4,0,15,5,1,0,0,0,1,0,1
176,177,5,0,15,10,1,0,0,0,0,1,1
176,177,6,0,15,5,1,0,0,0,0,1,1
